s.no	worker_id	original_tableid	original_hypothesis	original_label	modified_tableid	modified_hypothesis	modified_label
0	IA1	T186	Sir John Hurt has less than five children.	E	T186_mod_2	Sir John Hurt has less than five children.	C
0	IA0	T229	The scientist Eugen Baumann was known for nuclear research.	C	T229_mod_2	The scientist Eugen Baumann was known for nuclear research.	E
0	IA0	T186	John Hurt died in a different country than he was born.	C	T186_mod_3	John Hurt died in a different country than he was born.	E
0	IA0	T186	John Hart had more than one wife.	E	T186_mod_4	John Hart had more than one wife.	C
0	IA2	T186	John Hart was active in his field from childhood.	C	T186_mod_5	John Hart was active in his field from childhood.	E
0	IA2	T187	Haut-MŽdoc AOC has just under 400 vineyards.	E	T187_mod_1	Haut-MŽdoc AOC has just under 400 vineyards.	C
0	IA2	T229	Eugen Baumann speaks German.	E	T229_mod_3	Eugen Baumann speaks German.	C
0	IA1	T187	Haut-MŽdoc AOC was established late in the 20th century.	C	T187_mod_2	Haut-MŽdoc AOC was established late in the 20th century.	E
0	IA0	T229	Eugen Baumann went to a university in the U.S.	C	T229_mod_4	Eugen Baumann went to a university in the U.S.	E
0	IA0	T229	Eugen Baumann was born in the Winter of 1846.	E	T229_mod_5	Eugen Baumann was born in the Winter of 1846.	C
0	IA1	T187	The wine region of France is over 10,000 acres in size.	E	T187_mod_3	The wine region of France is over 10,000 acres in size.	C
0	IA0	T229	Eugen Baumann died in the Spring of 1896.	C	T229_mod_6	Eugen Baumann died in the Spring of 1896.	E
0	IA2	T187	The wine region in France is known for being a dry, arid region.	C	T187_mod_4	The wine region in France is known for being a dry, arid region.	E
0	IA2	T187	France produces more than 5 million gallons of wine every year from Haut-MŽdoc AOC alone	E	T187_mod_5	France produces more than 5 million gallons of wine every year from Haut-MŽdoc AOC alone	C
0	IA0	T187	Haut-MŽdoc AOC is one of the oldest wine producing regions of France	C	T187_mod_6	Haut-MŽdoc AOC is one of the oldest wine producing regions of France	E
0	IA0	T230	Evansville, Indiana is less than 50 square miles in size.	E	T230_mod_1	Evansville, Indiana is less than 50 square miles in size.	C
0	IA2	T187	The climate was oceanic.	E	T187_mod_7	The climate was oceanic.	C
0	IA2	T230	Evansville, Indiana has more water than dry land.	C	T230_mod_2	Evansville, Indiana has more water than dry land.	E
0	IA0	T187	The area was small.	C	T187_mod_8	The area was small.	E
0	IA1	T230	Evansville, Indiana's highest elevation is over 350 feet high.	E	T230_mod_3	Evansville, Indiana's highest elevation is over 350 feet high.	C
0	IA2	T230	Evansville, Indiana has more than a square mile of water in it.	C	T230_mod_4	Evansville, Indiana has more than a square mile of water in it.	E
0	IA0	T230	Evansville, Indiana is under 400 feet above sea level.	E	T230_mod_5	Evansville, Indiana is under 400 feet above sea level.	C
0	IA1	T230	Evansville, Indiana has more land area than city.	C	T230_mod_6	Evansville, Indiana has more land area than city.	E
0	IA1	T188	The film Insomnia made over 100 million dollars at the box office.	E	T188_mod_1	The film Insomnia made over 100 million dollars at the box office.	C
0	IA0	T231	Bulleit Bourbon is produced in North America.	E	T231_mod_1	Bulleit Bourbon is produced in North America.	C
0	IA0	T188	The film Insomnia came out in 2003.	C	T188_mod_2	The film Insomnia came out in 2003.	E
0	IA1	T231	Bulleit Bourbon is less than 75 proof.	C	T231_mod_2	Bulleit Bourbon is less than 75 proof.	E
0	IA0	T188	Multiple producers were involved in the production of Insomnia.	E	T188_mod_3	Multiple producers were involved in the production of Insomnia.	C
0	IA0	T188	The budget for Insomnia was over $50 million.	C	T188_mod_4	The budget for Insomnia was over $50 million.	E
0	IA2	T231	Bulleit Bourbon first appeared on the market at the end of the 20th century.	E	T231_mod_3	Bulleit Bourbon first appeared on the market at the end of the 20th century.	C
0	IA2	T188	Insomnia was produced by at least one company.	E	T188_mod_5	Insomnia was produced by at least one company.	C
0	IA1	T231	Bulleit Bourbon is over 50 percent alcohol by volume.	C	T231_mod_4	Bulleit Bourbon is over 50 percent alcohol by volume.	E
0	IA2	T188	Insomnia's running time was less than 100 minutes.	C	T188_mod_6	Insomnia's running time was less than 100 minutes.	E
0	IA0	T189	John Denver made music for about 35 years professionally.	E	T189_mod_1	John Denver made music for about 35 years professionally.	C
0	IA0	T231	Bulleit Bourbon has been made since the late 1990s.	E	T231_mod_5	Bulleit Bourbon has been made since the late 1990s.	C
0	IA0	T189	John Denver died in the Spring of 1997.	C	T189_mod_2	John Denver died in the Spring of 1997.	E
0	IA0	T231	Bulleit Bourbon is known for having a proof of 120.	C	T231_mod_6	Bulleit Bourbon is known for having a proof of 120.	E
0	IA2	T189	John Denver passed away when a plane crashed.	E	T189_mod_3	John Denver passed away when a plane crashed.	C
0	IA2	T189	John Denver spent their time composing classical music.	C	T189_mod_4	John Denver spent their time composing classical music.	E
0	IA2	T189	John Denver worked with many other singers over his career.	E	T189_mod_5	John Denver worked with many other singers over his career.	C
0	IA1	T232	All told, James Gang was active in music for more than 20 years.	C	T232_mod_1	All told, James Gang was active in music for more than 20 years.	E
0	IA0	T232	The James Gang was from the midwest.	E	T232_mod_2	The James Gang was from the midwest.	C
0	IA0	T189	John Denver was active for less than 30 years.	C	T189_mod_6	John Denver was active for less than 30 years.	E
0	IA1	T232	The James Gang was active in 2003.	C	T232_mod_3	The James Gang was active in 2003.	E
0	IA1	T190	Chew was a comic that started being published in 2009.	E	T190_mod_1	Chew was a comic that started being published in 2009.	C
0	IA2	T190	Chew has had only 20 issues released.	C	T190_mod_2	Chew has had only 20 issues released.	E
0	IA0	T190	Chew is a comic series.	E	T190_mod_3	Chew is a comic series.	C
0	IA0	T190	Chew has had over 100 issues.	C	T190_mod_4	Chew has had over 100 issues.	E
0	IA0	T190	Chew was first published in the Summer of 2009.	E	T190_mod_5	Chew was first published in the Summer of 2009.	C
0	IA0	T190	Chew was published for over 10 years.	C	T190_mod_6	Chew was published for over 10 years.	E
0	IA0	T1769	In Rainbows was released over ten years ago.	E	T1769_mod_1	In Rainbows was released over ten years ago.	C
0	IA2	T42	Everybody has a run time that is over an hour long.	E	T42_mod_1	Everybody has a run time that is over an hour long.	C
0	IA2	T1769	In Rainbows is less than 40 minutes long.	C	T1769_mod_2	In Rainbows is less than 40 minutes long.	E
0	IA0	T1769	It took over two years to record In Rainbows.	E	T1769_mod_3	It took over two years to record In Rainbows.	C
0	IA0	T42	Everybody was released in the Fall of 2017.	C	T42_mod_2	Everybody was released in the Fall of 2017.	E
0	IA0	T44	You can listen to the entire album in less than an hour.	E	T44_mod_1	You can listen to the entire album in less than an hour.	C
0	IA0	T1769	The run time of In Rainbows is over an hour.	C	T1769_mod_4	The run time of In Rainbows is over an hour.	E
0	IA0	T1769	In Rainbows was released a few weeks before Halloween.	E	T1769_mod_5	In Rainbows was released a few weeks before Halloween.	C
0	IA1	T1769	In Rainbows was recorded in less than 60 days.	C	T1769_mod_6	In Rainbows was recorded in less than 60 days.	E
0	IA0	T1769	In Rainbows was released in the same year it was recorded.	E	T1769_mod_7	In Rainbows was released in the same year it was recorded.	C
0	IA0	T1769	Nigel Gorich didn't do work on the album In Rainbows.	C	T1769_mod_8	Nigel Gorich didn't do work on the album In Rainbows.	E
0	IA2	T44	It took more than a year to record the album.	C	T44_mod_2	It took more than a year to record the album.	E
0	IA1	T44	British Steel was released in the Spring of 1980.	E	T44_mod_3	British Steel was released in the Spring of 1980.	C
0	IA0	T44	British Steel took over 6 months to record.	C	T44_mod_4	British Steel took over 6 months to record.	E
0	IA2	T44	British Steel was released in spring of 1980.	E	T44_mod_5	British Steel was released in spring of 1980.	C
0	IA0	T1769	In Rainbows is a rock/pop album produced by Nigel Godrich.	E	T1769_mod_9	In Rainbows is a rock/pop album produced by Nigel Godrich.	C
0	IA0	T44	British Steel was recorded in the summer of 1980.	C	T44_mod_6	British Steel was recorded in the summer of 1980.	E
0	IA1	T1769	In Rainbows was recorded in only four months.	C	T1769_mod_10	In Rainbows was recorded in only four months.	E
0	IA2	T1769	In Rainbows was recorded for 2 years.	E	T1769_mod_11	In Rainbows was recorded for 2 years.	C
0	IA0	T45	Jennette McCurdy was born in the Summer of 1992.	E	T45_mod_1	Jennette McCurdy was born in the Summer of 1992.	C
0	IA2	T1769	In Rainbows was released in the summer of 2007.	C	T1769_mod_12	In Rainbows was released in the summer of 2007.	E
0	IA2	T45	Jennette McCurdy has been active as a musician since she was 5 years old.	C	T45_mod_2	Jennette McCurdy has been active as a musician since she was 5 years old.	E
0	IA1	T1	Brooklyn has a run time under two hours.	E	T1_mod_1	Brooklyn has a run time under two hours.	C
0	IA0	T45	Jennette McCurdy plays a couple musical instruments and sings, as well.	E	T45_mod_3	Jennette McCurdy plays a couple musical instruments and sings, as well.	C
0	IA0	T1	Brooklyn made less than 60 million dollars at the box office.	C	T1_mod_2	Brooklyn made less than 60 million dollars at the box office.	E
0	IA2	T45	Jennette McCurdy was five years old when she began her musical career.	C	T45_mod_4	Jennette McCurdy was five years old when she began her musical career.	E
0	IA0	T45	Jennette McCurdy was born on the west coast of the USA.	E	T45_mod_5	Jennette McCurdy was born on the west coast of the USA.	C
0	IA0	T45	Jennette McCurdy is known for singing rap music.	C	T45_mod_6	Jennette McCurdy is known for singing rap music.	E
0	IA0	T1	Brooklyn made about 50 million more at the box office than it's budget was.	E	T1_mod_3	Brooklyn made about 50 million more at the box office than it's budget was.	C
0	IA2	T1	Brooklyn has a run time longer than two hours.	C	T1_mod_4	Brooklyn has a run time longer than two hours.	E
0	IA2	T617	Christopher Polhem was born in Sweden.	E	T617_mod_1	Christopher Polhem was born in Sweden.	C
0	IA0	T1	Brooklyn was an English film.	E	T1_mod_5	Brooklyn was an English film.	C
0	IA1	T617	Christopher Polhem worked in the field of biology.	C	T617_mod_2	Christopher Polhem worked in the field of biology.	E
0	IA0	T1	Brooklyn has a run-time of 120 minutes.	C	T1_mod_6	Brooklyn has a run-time of 120 minutes.	E
0	IA2	T617	Christopher Polhem died in the middle of the 18th century.	E	T617_mod_3	Christopher Polhem died in the middle of the 18th century.	C
0	IA2	T3	Raw hazelnuts contain fewer than 5 g of sugars per serving.	E	T3_mod_1	Raw hazelnuts contain fewer than 5 g of sugars per serving.	C
0	IA0	T3	Raw hazelnuts contain more than 5 g of sugars per serving.	C	T3_mod_2	Raw hazelnuts contain more than 5 g of sugars per serving.	E
0	IA0	T617	Christopher Polhem was born in the summer of 1661.	C	T617_mod_4	Christopher Polhem was born in the summer of 1661.	E
0	IA0	T3	400 grams of filberts contain all the zinc a person needs in one day according to the USDA.	E	T3_mod_3	400 grams of filberts contain all the zinc a person needs in one day according to the USDA.	C
0	IA0	T3	Hazelnuts are low in fat.	C	T3_mod_4	Hazelnuts are low in fat.	E
0	IA0	T3	A bag of Hazelnuts has over 600 calories.	E	T3_mod_5	A bag of Hazelnuts has over 600 calories.	C
0	IA0	T3	A bag of Hazelnuts is known for being very sweet.	C	T3_mod_6	A bag of Hazelnuts is known for being very sweet.	E
0	IA0	T5	Charles Francis Jenkins has been awarded more than one medal.	E	T5_mod_1	Charles Francis Jenkins has been awarded more than one medal.	C
0	IA2	T617	Christopher Polhem resides in Europe.	E	T617_mod_5	Christopher Polhem resides in Europe.	C
0	IA2	T617	Christopher Polhem resides in the southern hemisphere.	C	T617_mod_6	Christopher Polhem resides in the southern hemisphere.	E
0	IA0	T617	He was born in 1661	E	T617_mod_7	He was born in 1661	C
0	IA0	T5	Charles Francis Jenkins was born in the 19th century.	E	T5_mod_2	Charles Francis Jenkins was born in the 19th century.	C
0	IA1	T617	He is still alive	C	T617_mod_8	He is still alive	E
0	IA0	T617	Christopher Polhem was a Swedish scientist.	E	T617_mod_9	Christopher Polhem was a Swedish scientist.	C
0	IA0	T617	Polhem lived to be 100 years old and died in Denmark.	C	T617_mod_10	Polhem lived to be 100 years old and died in Denmark.	E
0	IA1	T5	Charles Francis Jenkins never won any medals.	C	T5_mod_3	Charles Francis Jenkins never won any medals.	E
0	IA0	T617	Christopher Polhem is born on 18 December 1661 at Tingst?de, Gotland, Sweden	E	T617_mod_11	Christopher Polhem is born on 18 December 1661 at Tingst?de, Gotland, Sweden	C
0	IA2	T617	Christopher Polhem is born on 30 August 1751	C	T617_mod_12	Christopher Polhem is born on 30 August 1751	E
0	IA0	T5	Charles Francis Jenkins received awards for his work in two different centuries.	E	T5_mod_4	Charles Francis Jenkins received awards for his work in two different centuries.	C
0	IA0	T617	Christopher Polhem Died in the same country he was born in.	E	T617_mod_13	Christopher Polhem Died in the same country he was born in.	C
0	IA0	T5	Charles Francis Jenkins died in the Fall of 1934.	C	T5_mod_5	Charles Francis Jenkins died in the Fall of 1934.	E
0	IA0	T617	Christopher Polhem studied abroad in Sweden.	C	T617_mod_14	Christopher Polhem studied abroad in Sweden.	E
0	IA0	T6	Kansas has been active as a band for over 45 years.	E	T6_mod_1	Kansas has been active as a band for over 45 years.	C
0	IA0	T49	Channing Tatum was born in the spring of 1980.	E	T49_mod_1	Channing Tatum was born in the spring of 1980.	C
0	IA0	T49	Channing Tatum was born outside of the US.	C	T49_mod_2	Channing Tatum was born outside of the US.	E
0	IA0	T6	Kansas has made music on more than four record labels.	C	T6_mod_2	Kansas has made music on more than four record labels.	E
0	IA0	T49	Channing Tatum grew up in Alabama.	E	T49_mod_3	Channing Tatum grew up in Alabama.	C
0	IA0	T6	Kansas has been signed to multiple labels.	E	T6_mod_3	Kansas has been signed to multiple labels.	C
0	IA0	T49	Channing Tatum has been acting for more than 30 years.	C	T49_mod_4	Channing Tatum has been acting for more than 30 years.	E
0	IA1	T49	Channing Tatum has been acting for close to 20 years.	E	T49_mod_5	Channing Tatum has been acting for close to 20 years.	C
0	IA2	T49	Channing Tatum was born in the Fall of 1980.	C	T49_mod_6	Channing Tatum was born in the Fall of 1980.	E
0	IA2	T6	Kansas began activities before the seventies.	C	T6_mod_4	Kansas began activities before the seventies.	E
0	IA0	T50	Jesse Plemons was born during the spring.	E	T50_mod_1	Jesse Plemons was born during the spring.	C
0	IA0	T50	Jesse Plemons is engaged to a man.	C	T50_mod_2	Jesse Plemons is engaged to a man.	E
0	IA0	T6	TheyÕre still together.	E	T6_mod_5	TheyÕre still together.	C
0	IA0	T6	TheyÕre from Texas.	C	T6_mod_6	TheyÕre from Texas.	E
0	IA1	T50	Jesse Plemons is planning to marry Kirsten Dunst.	E	T50_mod_3	Jesse Plemons is planning to marry Kirsten Dunst.	C
0	IA2	T6	Kansas have been active for over thirty years.	E	T6_mod_7	Kansas have been active for over thirty years.	C
0	IA0	T6	Kansas was formed on the west coast of the United States.	C	T6_mod_8	Kansas was formed on the west coast of the United States.	E
0	IA2	T7	Flicker was released in the autumn of 2017	E	T7_mod_1	Flicker was released in the autumn of 2017	C
0	IA2	T7	Flicker was a multi genre album with songs from rock, pop, Jazz, and another genres	C	T7_mod_2	Flicker was a multi genre album with songs from rock, pop, Jazz, and another genres	E
0	IA2	T7	Flicker was released in the Fall of 2017.	E	T7_mod_3	Flicker was released in the Fall of 2017.	C
0	IA2	T50	Jesse Plemons is over forty years old	C	T50_mod_4	Jesse Plemons is over forty years old	E
0	IA2	T7	The time it takes to listen to Flicker is over an hour.	C	T7_mod_4	The time it takes to listen to Flicker is over an hour.	E
0	IA0	T50	Jesse Plemons acted in comedy films.	E	T50_mod_5	Jesse Plemons acted in comedy films.	C
0	IA0	T7	The Flicker album was recorded at multiple studios.	E	T7_mod_5	The Flicker album was recorded at multiple studios.	C
0	IA2	T50	Jesse Plemons was a British actor.	C	T50_mod_6	Jesse Plemons was a British actor.	E
0	IA0	T7	Flicker is less than a year old.	C	T7_mod_6	Flicker is less than a year old.	E
0	IA0	T8	Jeffrey Dahmer was born in Wisconsin.	E	T8_mod_1	Jeffrey Dahmer was born in Wisconsin.	C
0	IA0	T51	Jennifer Garner has been acting for more than 20 years.	E	T51_mod_1	Jennifer Garner has been acting for more than 20 years.	C
0	IA2	T8	Jeffrey Dahmer was convicted of several crimes.	E	T8_mod_2	Jeffrey Dahmer was convicted of several crimes.	C
0	IA1	T51	Jennifer Garner was born in the Fall of 1972.	C	T51_mod_2	Jennifer Garner was born in the Fall of 1972.	E
0	IA0	T51	Jennifer Garner has been married twice.	E	T51_mod_3	Jennifer Garner has been married twice.	C
0	IA2	T8	Jeffrey Dahmer was known for killing people.	E	T8_mod_3	Jeffrey Dahmer was known for killing people.	C
0	IA0	T8	Jeffrey Dahmer was a person that died when they were forty.	C	T8_mod_4	Jeffrey Dahmer was a person that died when they were forty.	E
0	IA0	T51	Jennifer Garner was born in the northwest area of the U.S.	C	T51_mod_4	Jennifer Garner was born in the northwest area of the U.S.	E
0	IA0	T51	Jennifer Garner kept her given name when she became an actor.	E	T51_mod_5	Jennifer Garner kept her given name when she became an actor.	C
0	IA0	T51	Jennifer Garner has a PhD in theater from UCLA.	C	T51_mod_6	Jennifer Garner has a PhD in theater from UCLA.	E
0	IA0	T8	Jeffrey Dahmer was under two meters tall.	E	T8_mod_5	Jeffrey Dahmer was under two meters tall.	C
0	IA0	T2024	Usually a hot dog is made of pork, beef, or chicken.	E	T2024_mod_1	Usually a hot dog is made of pork, beef, or chicken.	C
0	IA0	T2024	A hot dog usually has fewer than 100 calories.	C	T2024_mod_2	A hot dog usually has fewer than 100 calories.	E
0	IA0	T2024	Hot dogs are supposed to be cooked before eating.	E	T2024_mod_3	Hot dogs are supposed to be cooked before eating.	C
0	IA1	T8	Jeffrey Dahmer was given the death penalty.	C	T8_mod_6	Jeffrey Dahmer was given the death penalty.	E
0	IA0	T2024	A hot dog has less than 200 kcal per serving.	C	T2024_mod_4	A hot dog has less than 200 kcal per serving.	E
0	IA2	T9	Since 1963, Jeffrey Lynne actively engaged in the profession of Musician, singer-songwriter and record producer.	E	T9_mod_1	Since 1963, Jeffrey Lynne actively engaged in the profession of Musician, singer-songwriter and record producer.	C
0	IA0	T9	Jeffrey Lynne age is below 70.	C	T9_mod_2	Jeffrey Lynne age is below 70.	E
0	IA0	T9	Jeffrey Lynne had multiple nicknames.	E	T9_mod_3	Jeffrey Lynne had multiple nicknames.	C
0	IA0	T9	Jeffrey Lynne was signed to a single label throughout his career.	C	T9_mod_4	Jeffrey Lynne was signed to a single label throughout his career.	E
0	IA2	T2024	Hot dogs contain more than 200 kcal.	E	T2024_mod_5	Hot dogs contain more than 200 kcal.	C
0	IA2	T9	Jeff Lynne was born in the Winter of 1947.	E	T9_mod_5	Jeff Lynne was born in the Winter of 1947.	C
0	IA0	T2024	Hot dogs contain less than 200 kcal.	C	T2024_mod_6	Hot dogs contain less than 200 kcal.	E
0	IA0	T9	Jeff Lynne has been active in music for more than 60 years.	C	T9_mod_6	Jeff Lynne has been active in music for more than 60 years.	E
0	IA2	T2024	Hot dogs usually have over 200 kcal.	E	T2024_mod_7	Hot dogs usually have over 200 kcal.	C
0	IA0	T10	Born to Run was released in the summer of 1975.	E	T10_mod_1	Born to Run was released in the summer of 1975.	C
0	IA2	T2024	Hot dogs have virtually no calories.	C	T2024_mod_8	Hot dogs have virtually no calories.	E
0	IA1	T10	Born to Run was recorded in a single New York studio.	C	T10_mod_2	Born to Run was recorded in a single New York studio.	E
0	IA0	T10	Born to Run was released in the second half of 1975.	E	T10_mod_3	Born to Run was released in the second half of 1975.	C
0	IA0	T10	It took over a year to record the album Born to Run.	E	T10_mod_4	It took over a year to record the album Born to Run.	C
0	IA0	T10	The Spring of 1975 is when Born to Run was released.	C	T10_mod_5	The Spring of 1975 is when Born to Run was released.	E
0	IA2	T11	Jock Lewes likely died while serving in the military.	E	T11_mod_1	Jock Lewes likely died while serving in the military.	C
0	IA0	T11	Jock Lewes was born in the Spring of 1913.	C	T11_mod_2	Jock Lewes was born in the Spring of 1913.	E
0	IA0	T11	Jock Lewes fought when Hitler was in power in Germany.	E	T11_mod_3	Jock Lewes fought when Hitler was in power in Germany.	C
0	IA0	T2024	There are multiple variations of hot dog.	E	T2024_mod_9	There are multiple variations of hot dog.	C
0	IA2	T11	Jock Lewes fought in Operation Dessert Storm.	C	T11_mod_4	Jock Lewes fought in Operation Dessert Storm.	E
0	IA2	T2024	Hot dogs provide about 500 kcal of energy.	C	T2024_mod_10	Hot dogs provide about 500 kcal of energy.	E
0	IA0	T11	Jock Lewes was in the military for over five years.	E	T11_mod_5	Jock Lewes was in the military for over five years.	C
0	IA0	T54	A minority of Burkina Faso's population identify as Tuareg.	E	T54_mod_1	A minority of Burkina Faso's population identify as Tuareg.	C
0	IA0	T11	Jock Lewes died in his home country.	C	T11_mod_6	Jock Lewes died in his home country.	E
0	IA0	T54	Burkina Faso has more than one official language.	C	T54_mod_2	Burkina Faso has more than one official language.	E
0	IA0	T15	Peter Benchley worked on both the original story and the screenplay for Jaws.	E	T15_mod_1	Peter Benchley worked on both the original story and the screenplay for Jaws.	C
0	IA0	T54	There are fewer Senufo people than Tuareg.	C	T54_mod_3	There are fewer Senufo people than Tuareg.	E
0	IA0	T15	The film Jaws came out in the summer of 1975.	E	T15_mod_2	The film Jaws came out in the summer of 1975.	C
0	IA0	T54	Most people in Burkina Faso speak French.	E	T54_mod_4	Most people in Burkina Faso speak French.	C
0	IA2	T15	The film Jaws made only $10 million on release.	C	T15_mod_3	The film Jaws made only $10 million on release.	E
0	IA0	T54	Burkina Faso is controlled by a monarchy.	C	T54_mod_5	Burkina Faso is controlled by a monarchy.	E
0	IA0	T15	Jaws was released in the Summer of 1975.	E	T15_mod_4	Jaws was released in the Summer of 1975.	C
0	IA0	T1867	The album Invincible was released in the fall of 2001.	E	T1867_mod_1	The album Invincible was released in the fall of 2001.	C
0	IA0	T15	Jaws' run time is under two hours long.	C	T15_mod_5	Jaws' run time is under two hours long.	E
0	IA0	T1867	The album Invincible was less than an hour in length.	C	T1867_mod_2	The album Invincible was less than an hour in length.	E
0	IA1	T16	Ethiopian Empire had many different capitals in different time periods.	E	T16_mod_1	Ethiopian Empire had many different capitals in different time periods.	C
0	IA0	T1867	Invincible was recorded at more than one record studio.	E	T1867_mod_3	Invincible was recorded at more than one record studio.	C
0	IA0	T1867	Invincible was produced by two people.	C	T1867_mod_4	Invincible was produced by two people.	E
0	IA2	T16	The Ethiopian Empire was admitted to the United Nations just after World War 2.	E	T16_mod_2	The Ethiopian Empire was admitted to the United Nations just after World War 2.	C
0	IA1	T16	The Italo-Ethiopian War was late in the 18th century.	C	T16_mod_3	The Italo-Ethiopian War was late in the 18th century.	E
0	IA0	T1867	Invincible took almost four years to record.	E	T1867_mod_5	Invincible took almost four years to record.	C
0	IA0	T16	Gondar was the capital of Ethiopia for over two hundred years.	E	T16_mod_4	Gondar was the capital of Ethiopia for over two hundred years.	C
0	IA2	T1867	There were over 15 producers on Invincible.	C	T1867_mod_6	There were over 15 producers on Invincible.	E
0	IA0	T16	Mikael Imru was Prime Minister of Ethiopia after Habte Giyorgis	C	T16_mod_5	Mikael Imru was Prime Minister of Ethiopia after Habte Giyorgis	E
0	IA2	T18	James Paul Marsden was born in the 20th century.	E	T18_mod_1	James Paul Marsden was born in the 20th century.	C
0	IA2	T1867	Invincible was recorded over a more than a three year span	E	T1867_mod_7	Invincible was recorded over a more than a three year span	C
0	IA1	T1867	Invincible is represented by more than one label	C	T1867_mod_8	Invincible is represented by more than one label	E
0	IA2	T18	James Paul Marsden was born in the 19th century.	C	T18_mod_2	James Paul Marsden was born in the 19th century.	E
0	IA0	T1867	Invincible took nearly 4 years to record.	E	T1867_mod_9	Invincible took nearly 4 years to record.	C
0	IA2	T1867	Invincible was under an hour in length when it was released.	C	T1867_mod_10	Invincible was under an hour in length when it was released.	E
0	IA2	T18	James Marsden was married more than five years.	E	T18_mod_3	James Marsden was married more than five years.	C
0	IA0	T1867	Invincible was released in fall of 2001.	E	T1867_mod_11	Invincible was released in fall of 2001.	C
0	IA0	T18	The middle name of James Marsden is Linde.	C	T18_mod_4	The middle name of James Marsden is Linde.	E
0	IA2	T1867	Invincible has a playtime of less than one hour.	C	T1867_mod_12	Invincible has a playtime of less than one hour.	E
0	IA0	T18	James Marsden has been acting and modeling for more than 25 years.	E	T18_mod_5	James Marsden has been acting and modeling for more than 25 years.	C
0	IA0	T591	The Chromatics formed in the western U.S.	E	T591_mod_1	The Chromatics formed in the western U.S.	C
0	IA1	T18	James Marsden was born in the Spring of 1973.	C	T18_mod_6	James Marsden was born in the Spring of 1973.	E
0	IA0	T21	Christ in the Desert was painted in the latter half of the 19th century.	E	T21_mod_1	Christ in the Desert was painted in the latter half of the 19th century.	C
0	IA0	T21	The longer side of the painting is less than 6 feet long.	C	T21_mod_2	The longer side of the painting is less than 6 feet long.	E
0	IA0	T21	Christ in the Desert is located in Moscow.	E	T21_mod_3	Christ in the Desert is located in Moscow.	C
0	IA1	T21	The art piece Christ in the Desert is over six feet tall.	C	T21_mod_4	The art piece Christ in the Desert is over six feet tall.	E
0	IA2	T591	The Chromatics are known for playing heavy metal.	C	T591_mod_2	The Chromatics are known for playing heavy metal.	E
0	IA2	T591	Chromatics was formed in the Northwest.	E	T591_mod_3	Chromatics was formed in the Northwest.	C
0	IA0	T21	Christ in the Desert was painted by Ivan Kramskoi in the early 1870s.	E	T21_mod_5	Christ in the Desert was painted by Ivan Kramskoi in the early 1870s.	C
0	IA0	T21	Christ in the Desert was sculpted in the 1900s.	C	T21_mod_6	Christ in the Desert was sculpted in the 1900s.	E
0	IA2	T591	Chromatics has been a band for over 20 years.	C	T591_mod_4	Chromatics has been a band for over 20 years.	E
0	IA0	T591	Chromatics was formed on the west coast of the United States.	E	T591_mod_5	Chromatics was formed on the west coast of the United States.	C
0	IA0	T22	Everything, Everything made about 50 million dollars over it's budget.	E	T22_mod_1	Everything, Everything made about 50 million dollars over it's budget.	C
0	IA0	T22	Everything, Everything has a run time over two hours long.	C	T22_mod_2	Everything, Everything has a run time over two hours long.	E
0	IA2	T591	The band Chromatics is known for playing metal music.	C	T591_mod_6	The band Chromatics is known for playing metal music.	E
0	IA0	T591	Chromatics from Portland, Oregon, US gives us Synth-pop, synth-rock, indie rock, dream pop songs.	E	T591_mod_7	Chromatics from Portland, Oregon, US gives us Synth-pop, synth-rock, indie rock, dream pop songs.	C
0	IA2	T591	Chromatics has a own website	C	T591_mod_8	Chromatics has a own website	E
0	IA0	T591	Chromatics originated from Portland, Oregon, US	E	T591_mod_9	Chromatics originated from Portland, Oregon, US	C
0	IA0	T22	Everything, Everything made over six times its budget while in the box office.	E	T22_mod_3	Everything, Everything made over six times its budget while in the box office.	C
0	IA1	T22	Everything, Everything was over two hours long.	C	T22_mod_4	Everything, Everything was over two hours long.	E
0	IA2	T591	The Chromatics are an indie, synth-pop band from Portland, Oregon.	E	T591_mod_10	The Chromatics are an indie, synth-pop band from Portland, Oregon.	C
0	IA1	T22	Everything, Everything was a movie that Stella Meghie directed.	E	T22_mod_5	Everything, Everything was a movie that Stella Meghie directed.	C
0	IA0	T22	The film Everything, Everything wound up losing money at the box office.	C	T22_mod_6	The film Everything, Everything wound up losing money at the box office.	E
0	IA0	T438	Children's Games is older than three hundred years.	E	T438_mod_1	Children's Games is older than three hundred years.	C
0	IA1	T23	The run time of Jason Bourne is longer than two hours.	E	T23_mod_1	The run time of Jason Bourne is longer than two hours.	C
0	IA2	T438	Children's Games was a painting that was done in the 16th century.	E	T438_mod_2	Children's Games was a painting that was done in the 16th century.	C
0	IA0	T23	The box office of Jason Bourne was almost 400 million dollars more than the budget.	C	T23_mod_2	The box office of Jason Bourne was almost 400 million dollars more than the budget.	E
0	IA0	T438	The Children's Games painting is held in Paris France.	C	T438_mod_3	The Children's Games painting is held in Paris France.	E
0	IA2	T23	Jason Bourne is over two hours long in running time.	E	T23_mod_3	Jason Bourne is over two hours long in running time.	C
0	IA0	T23	Jason Bourne premiered in the United States before Odeon Leicester Square.	C	T23_mod_4	Jason Bourne premiered in the United States before Odeon Leicester Square.	E
